title,mal_id,type,chapters,volumes,status,genres,score,rank,author,serializations
Saki-chan wa Konya mo Pekopeko,119493,Manga,50.0,5.0,Finished,"['Comedy', 'Romance', 'Ecchi']",6.74,10613.0,"['Mikokuno, Homare']",Manga Times (Weekly)
Secret no Mukougawa,87267,Manga,15.0,4.0,Finished,"['Action', 'Ecchi']",6.48,13245.0,"['Yoshikawa, Hideaki']",Comic Alive
Senran Kagura: Guren no Uroboros,42915,Manga,22.0,3.0,Finished,"['Action', 'Adventure', 'Comedy', 'Drama', 'Ecchi']",6.94,8372.0,"['Takaki, Kenichirou', 'Aoi, Manabu']",Comic REX
Sundome!! Milky Way,108341,Manga,62.0,9.0,Finished,"['Comedy', 'Sci-Fi', 'Ecchi']",6.21,14655.0,"['Funatsu, Kazuki']",Grand Jump
Alcafus,115339,Manga,28.0,4.0,Finished,"['Action', 'Fantasy', 'Romance', 'Ecchi']",6.18,14735.0,"['Murayama, Wataru', 'Mikage, Natsu']",Dragon Age
Ameshita Shizuku wa Ase ga Suki,111088,Manga,37.0,3.0,Finished,"['Romance', 'Ecchi']",,25434.0,"['Yamaguchi, Aki']",Magazine pocket
Asmodeus wa Akiramenai,107405,Manga,,,Publishing,"['Comedy', 'Fantasy', 'Supernatural']",6.58,12316.0,['Yuuto'],Manga Life STORIA Dash
"Ayamachi, Hajimemashite.",63313,Manga,19.0,2.0,Finished,"['Romance', 'Erotica']",6.81,,"['Shikishiro, Konomi']",Namaiki!
Boku no Heya ga Dungeon no Kyuukeijo ni Natteshimatta Ken,108369,Manga,,,Publishing,"['Adventure', 'Fantasy']",6.68,11336.0,"['Tougoku, Fudou', 'Takoyaki, Yoshi']",Web Comic Gamma
Devil 17,15978,Manga,16.0,6.0,Finished,"['Action', 'Supernatural', 'Ecchi']",6.59,12210.0,"['Saijou, Shinji', 'Gouya, Daisuke']",Dragon Age
Dorei Shounin shika Sentakushi ga Nai desu yo?: Harem? Nani Sore Oishii no?,116547,Manga,,,Publishing,"['Adventure', 'Comedy', 'Fantasy', 'Ecchi']",6.34,14097.0,"['Gomashi', 'Karayumi']",Comic Boost
Ebiten: Kouritsu Ebisugawa Koukou Tenmon-bu,22707,Manga,,,Publishing,['Comedy'],,20639.0,"['Inugami, Kira', 'SCA-DI']",Comp Ace
Ecstas Online,108291,Manga,17.0,2.0,Finished,"['Action', 'Fantasy', 'Sci-Fi', 'Ecchi']",6.25,14496.0,"['Oniyazu, Kakashi', 'Kuji, Masamune']",Dragon Age
Elf Yome to Hajimeru Isekai Ryoushu Seikatsu,105919,Manga,26.0,4.0,Finished,"['Fantasy', 'Romance']",5.8,15307.0,"['Washinomiya, Daijin', 'Misa, Wasabi']",Comic Alive
Emiya-san Chi no Kyou no Gohan,96812,Manga,,,Publishing,"['Gourmet', 'Slice of Life']",7.73,1409.0,['TAa'],Young Ace UP
Ex-Vita,46600,Manga,12.0,2.0,Finished,"['Action', 'Sci-Fi', 'Ecchi']",,34973.0,"['Komi, Shinya']",Miracle Jump
Fate/Extra CCC,89196,Manga,,,Publishing,"['Action', 'Fantasy', 'Supernatural']",,18580.0,['Robi~na'],Comptiq
Fate/hollow ataraxia,51987,Manga,,,Publishing,"['Action', 'Drama', 'Fantasy', 'Romance', 'Supernatural']",7.07,6684.0,"['Type-Moon', 'Medori']",Shounen Ace
Fate/stay night: Heaven's Feel,88110,Manga,,,Publishing,"['Action', 'Fantasy', 'Supernatural']",8.09,541.0,"['Type-Moon', 'Ohna, Task']",Young Ace
Fight Ippatsu! Juuden-chan!!,10672,Manga,74.0,10.0,Finished,"['Comedy', 'Sci-Fi', 'Ecchi']",6.75,10541.0,"['Ditama, Bow']",Comic Gum
Gal to Otaku wa Wakariaenai.,100762,Manga,50.0,5.0,Finished,"['Comedy', 'Girls Love']",6.58,12311.0,"['Kawai, Rou']",Comic Cune
HadaCamera,106963,Manga,81.0,9.0,Finished,"['Drama', 'Supernatural', 'Ecchi']",6.37,13931.0,"['Honna, Wakou']",Sunday Webry
Hadashi no Gen,3281,Manga,54.0,10.0,Finished,['Drama'],8.38,202.0,"['Nakazawa, Keiji']",Shounen Jump (Weekly)
Hanebado!,77989,Manga,80.0,16.0,Finished,['Sports'],7.32,3916.0,"['Hamada, Kousuke']",good! Afternoon
Happy Negative Marriage,15220,Manga,33.0,5.0,Finished,"['Drama', 'Romance', 'Slice of Life', 'Ecchi']",6.88,9114.0,"['Amazume, Ryuta']",Young Comic
Harukana Receive,100450,Manga,62.0,10.0,Finished,"['Slice of Life', 'Sports']",6.78,10191.0,"['Nyoi, Jizai']",Manga Time Kirara Forward
HenSemi,21157,Manga,88.0,11.0,Finished,"['Comedy', 'Ecchi']",6.84,9489.0,['TAGRO'],Morning Two
Himekishi ga Classmate! The Comic,89594,Manga,,,Publishing,"['Action', 'Adventure', 'Fantasy', 'Ecchi']",6.23,14562.0,"['NO.Gomes', 'EKZ']",Comic Valkyrie
Himuro no Tenchi Fate/school Life,19381,Manga,,,Publishing,['Comedy'],,25184.0,"['Mashin, Eiichirou']",Manga 4-koma Palette
Hitokui Dungeon e Youkoso! The Comic,116549,Manga,,,Publishing,"['Action', 'Fantasy', 'Supernatural', 'Ecchi']",6.2,14675.0,"['Tendo, Masae', 'Hitotose, Arata']",Comic Valkyrie
Imori 201,24618,Manga,40.0,5.0,Finished,"['Comedy', 'Ecchi']",6.55,12586.0,"['Imai, Yuu']",Young Magazine (Monthly)
IS: Infinite Stratos,23868,Manga,26.0,5.0,Finished,"['Action', 'Romance', 'Sci-Fi']",6.91,8699.0,"['Yumizuru, Izuru', 'Akaboshi, Kenji']",Comic Alive
IS: Infinite Stratos,51461,Manga,41.0,8.0,Finished,"['Romance', 'Ecchi']",7.05,7049.0,"['Yumizuru, Izuru', 'Yuuki, Homura']",Sunday Gene-X
Isekai Onsen ni Tensei shita Ore no Kounou ga Tondemosugiru,107893,Manga,24.0,4.0,Finished,"['Comedy', 'Fantasy', 'Ecchi']",5.85,15268.0,"['Mori, Airi', 'Nanaumi, Sou']",ComicWalker
Isuca,15035,Manga,66.0,9.0,Finished,"['Action', 'Comedy', 'Romance', 'Supernatural', 'Ecchi']",6.77,10366.0,"['Takahashi, Osamu']",Young Ace
Jinrouki Winvurga,103804,Manga,,,Publishing,"['Action', 'Drama', 'Erotica']",6.38,,"['Tsunashima, Shirou']",Champion RED
Joshiraku,16104,Manga,53.0,6.0,Finished,"['Comedy', 'Slice of Life']",7.34,3826.0,"['Kumeta, Kouji', 'Yasu']",Bessatsu Shounen Magazine
Kill Me Baby,18472,Manga,,,Publishing,['Comedy'],7.22,4934.0,['Kazuho'],Manga Time Kirara Carat
Killing Bites,61087,Manga,,,Publishing,"['Action', 'Sci-Fi', 'Ecchi']",6.9,8792.0,"['Murata, Shinya', 'Sumita, Kazasa']",Monthly Hero's
Kiniro Mosaic,26036,Manga,148.0,11.0,Finished,"['Comedy', 'Slice of Life']",7.72,1433.0,"['Hara, Yui']",Manga Time Kirara MAX
Koe de Oshigoto!,10837,Manga,60.0,10.0,Finished,"['Comedy', 'Romance', 'Ecchi']",7.44,2987.0,"['Konno, Azure']",Comic Gum
Konna Elf ni You wa Nai!,46076,Manga,7.0,1.0,Finished,"['Comedy', 'Fantasy', 'Ecchi']",5.42,15474.0,['tenkla'],Champion RED Ichigo
Kono Yo wo Hana ni Suru Tame ni,74365,Manga,,,Publishing,"['Action', 'Drama', 'Sci-Fi', 'Ecchi']",,37700.0,"['Kazumi, Yoshiyuki']",Comic Heaven
Kurokuro: Black Chronicle,74143,Manga,10.0,2.0,Finished,"['Action', 'Supernatural', 'Ecchi']",,37670.0,['Rakko'],Champion RED Ichigo
Kyoukaisenjou no Horizon,37783,Manga,42.0,6.0,Finished,"['Action', 'Fantasy', 'Sci-Fi']",7.11,6201.0,"['Kawakami, Minoru', 'Takenaka, Hideo']",Dengeki Daioh
Machine-Doll wa Kizutsukanai,23633,Manga,,,Publishing,"['Action', 'Comedy', 'Fantasy', 'Romance', 'Ecchi']",7.61,1929.0,"['Kaitou, Reiji', 'Takagi, Hakaru']",Comic Alive
Magika no Kenshi to Basileus,62769,Manga,,,Publishing,"['Action', 'Comedy', 'Fantasy', 'Romance', 'Supernatural', 'Ecchi']",7.01,7445.0,"['Mihara, Mitsuki', 'Meng, Lin']",Comic Alive
Mai Ball!,81367,Manga,107.0,16.0,Finished,"['Comedy', 'Sports', 'Ecchi']",6.85,9360.0,"['Inoue, Sora']",Young Animal
"Makikomarete Isekai Teni suru Yatsu wa, Taitei Cheat",109649,Manga,,,Publishing,"['Adventure', 'Fantasy', 'Erotica']",6.04,,"['Kamitsuki, Manmaru', 'Kaitou, Hakobune']",Kono Manga ga Sugoi! Web
Maria-sensei wa Imouto Gachizei!,115661,Manga,,,Publishing,"['Comedy', 'Romance']",6.54,12682.0,['Satomi U'],Young Gangan
Megami-ryou no Ryoubo-kun.,111769,Manga,,,Publishing,"['Comedy', 'Romance', 'Ecchi']",6.77,10255.0,"['Hino, Ikumi']",Shounen Ace
Mikakunin de Shinkoukei,21097,Manga,,,Publishing,"['Comedy', 'Romance', 'Slice of Life']",7.59,2009.0,"['Arai, Cherry']",Manga 4-koma Palette
Miyakawa-ke no Kuufuku,40019,Manga,,,Publishing,['Slice of Life'],,34451.0,"['Yoshimizu, Kagami']",Comp Ace
Mudazumonaki Kaikaku,11329,Manga,144.0,16.0,Finished,"['Comedy', 'Drama']",8.04,626.0,"['Oowada, Hideki']",Kindai Mahjong
Nagasarete Airantou,1086,Manga,,,Publishing,"['Adventure', 'Comedy', 'Fantasy', 'Romance', 'Sci-Fi', 'Supernatural', 'Ecchi']",7.56,2200.0,"['Fujishiro, Takeshi']",Shounen Gangan
Netoge no Yome wa Onnanoko ja Nai to Omotta?,77359,Manga,46.0,8.0,Finished,"['Comedy', 'Romance', 'Ecchi']",6.92,8540.0,"['Ishigami, Kazui', 'Kineko, Shibai']",Dengeki G's Comic
Nononono,12450,Manga,142.0,13.0,Finished,"['Drama', 'Romance', 'Sports', 'Ecchi']",7.34,3822.0,"['Okamoto, Lynn']",Young Jump
"Omae wo Otaku ni Shiteyaru kara, Ore wo Riajuu ni Shitekure!",39505,Manga,39.0,7.0,Finished,"['Comedy', 'Romance']",7.19,5268.0,"['Aoki, Mutsumi', 'Murakami, Rin']",Comic Alive
Oniisan no Hikkoshi no Katazuke ga Susumanai,111227,Manga,,,Publishing,"['Comedy', 'Romance', 'Ecchi']",6.25,14512.0,"['Yoshibe, Akuro']",Gangan Joker
Ooyasan wa Shishunki!,61385,Manga,,,Publishing,"['Comedy', 'Slice of Life']",6.94,8315.0,"['Minase, Ruruu']",Manga Time
Pochapocha Suiei-bu,35739,Manga,,5.0,Finished,"['Comedy', 'Slice of Life']",6.58,12301.0,"['Tooyama, Ema']",Manga Time Family
Raise Kamika,103464,Manga,29.0,5.0,Finished,"['Action', 'Supernatural']",7.06,6893.0,"['Segawa, Hajime']",Shounen Ace
Rokudenashi Majutsu Koushi to Akashic Records,91609,Manga,78.0,16.0,Finished,"['Action', 'Fantasy']",7.38,3450.0,"['Hitsuji, Tarou', 'Tsunemi, Aosa']",Shounen Ace
Sabage-bu!,36643,Manga,126.0,13.0,Finished,"['Action', 'Comedy']",7.07,6698.0,"['Matsumoto, Hidekichi']",Nakayoshi
Sansha Sanyou,20140,Manga,233.0,14.0,Finished,"['Comedy', 'Slice of Life']",6.83,9637.0,"['Arai, Cherry']",Manga Time Kirara
School Days,1288,Manga,12.0,2.0,Finished,"['Drama', 'Romance']",6.32,14206.0,"['Sakazuki, Homare', '0verflow']",Comp Ace
Seiken no Blacksmith,12240,Manga,62.0,10.0,Finished,"['Action', 'Adventure', 'Fantasy', 'Supernatural']",7.23,4895.0,"['Yamada, Koutarou', 'Miura, Isao']",Comic Alive
Seikoku no Dragonar,26589,Manga,66.0,13.0,Finished,"['Fantasy', 'Ecchi']",7.09,6411.0,"['RAN', 'Mizuchi, Shiki']",Comic Alive
Seireitsukai no Blade Dance,43509,Manga,43.0,6.0,Finished,"['Action', 'Comedy', 'Fantasy', 'Romance', 'Supernatural', 'Ecchi']",7.06,6825.0,"['Hyouju, Issei', 'Shimizu, Yuu']",Comic Alive
Seitokai Yakuindomo,14110,Manga,,22.0,Finished,['Comedy'],8.03,649.0,"['Ujiie, Tozen']",Shounen Magazine (Weekly)
Shinmai Shimai no Futari Gohan,88663,Manga,,,Publishing,"['Gourmet', 'Slice of Life']",7.6,1961.0,"['Hiiragi, Yutaka']",Dengeki Daioh
Shinsou Mahou Shoujo Howling Moon,110371,Manga,14.0,3.0,Finished,"['Action', 'Ecchi']",,25220.0,"['Satou, Shouji', 'Saitou, Kenji']",Young Dragon Age
Shishunki na Adam: Evil Eyes,41489,Manga,33.0,4.0,Finished,"['Action', 'Comedy', 'Romance', 'Supernatural', 'Ecchi']",6.64,11744.0,"['Sakaki, Kasa', 'Amagai, Yukino']",Comic Valkyrie
Soredemo Bokura wa Yattenai,91770,Manga,88.0,11.0,Finished,['Romance'],,19224.0,"['Murayama, Wataru']",Manga Times (Weekly)
Stretch,68471,Manga,46.0,4.0,Finished,"['Comedy', 'Slice of Life']",7.22,5012.0,"['Higashiyama, Show']",Yawaraka Spirits
Strike Witches Zero: 1937 Fusou Kaijihen,23985,Manga,13.0,2.0,Finished,['Action'],7.26,4604.0,"['Shimada, Humikane', 'Ningen']",NyanType
Strike Witches: Aozora no Otome-tachi,8978,Manga,3.0,,Finished,"['Action', 'Sci-Fi']",,16552.0,"['Shimada, Humikane', 'Kazumi, Yoshiyuki']",Comp Ace
Strike Witches: Dai-501 Tougou Sentou Koukuudan,89715,Manga,28.0,4.0,Finished,"['Action', 'Sci-Fi']",,18697.0,"['Mizusaki, Hiroaki']",Shounen Ace
Strike Witches: Kimi to no Kizuna no Katachi,76095,One-shot,1.0,,Finished,"['Action', 'Sci-Fi', 'Ecchi']",,37888.0,['Urotan'],Comp Ace
Akai Kiba,8740,Manga,,19.0,Finished,"['Action', 'Adventure', 'Drama', 'Sci-Fi', 'Supernatural']",,16498.0,"['Shibata, Masahiro']",Hana to Yume
Akuyaku Reijou Tensei Ojisan,125325,Manga,,,Publishing,"['Comedy', 'Fantasy']",7.2,5166.0,"['Ueyama, Michirou']",Young King OURs GH
"Akuyaku Reijou, Cecilia Sylvie wa Shinitakunai node Dansou suru Koto ni Shita.",130130,Manga,,,Publishing,"['Comedy', 'Fantasy', 'Romance']",6.86,9349.0,"['Akiyama, Shino', 'Akizakura, Hiroro']",Flos Comic
"Akuyaku Reijou? Iie, Gokuaku Reijou desu wa",132205,Manga,,,Publishing,"['Fantasy', 'Romance']",6.59,12225.0,"['Konami, Asato', 'Asana, Yuuna']",Young Ace UP
Deimos no Hanayome,1464,Manga,102.0,17.0,Finished,"['Drama', 'Fantasy', 'Horror', 'Mystery', 'Supernatural']",7.07,6711.0,"['Ashibe, Yuuho', 'Ikeda, Etsuko']",Princess
Dororon Enma-kun,7700,Manga,21.0,3.0,Finished,"['Comedy', 'Horror', 'Supernatural', 'Ecchi']",6.19,14710.0,"['Nagai, Go']",Shounen Sunday
Eris no Seihai,122673,Manga,,,Publishing,"['Drama', 'Fantasy', 'Mystery', 'Supernatural']",7.51,2499.0,"['Momoyama, Hinase', 'Tokiwa, Kujira']",Manga UP!
Guin Saga,15150,Manga,,6.0,Finished,"['Action', 'Adventure', 'Fantasy', 'Mystery', 'Supernatural']",7.17,5546.0,"['Kurimoto, Kaoru']",Comic Rush
Imouto ni Konyakusha wo Yuzure to Iwaremashita: Saikyou no Ryuu ni Kiniirarete Masaka no Oukoku Nottori?,119658,Manga,,,Publishing,"['Fantasy', 'Romance']",6.65,11673.0,"['Kashiwa, Ten', 'hi8mugi']",B's-LOG Comic
Isekai de Caf� wo Kaiten shimashita.,83147,Manga,,,Publishing,"['Fantasy', 'Gourmet', 'Slice of Life', 'Supernatural']",7.09,6509.0,"['Amasawa, Ringo', 'Noguchi, Mei']",AlphaPolis Web Manga
"Jimi de Medatanai Watashi wa, Kyou de Owari ni Shimasu.",127101,Manga,,,Publishing,"['Fantasy', 'Romance', 'Slice of Life']",6.69,11273.0,"['Sumiyoshi, Yukiko', 'Oomori, Mikan']",B's-LOG Comic
Kaguya-hime,2156,Manga,120.0,27.0,Finished,"['Adventure', 'Award Winning', 'Drama', 'Romance', 'Sci-Fi']",7.3,4113.0,"['Shimizu, Reiko']",LaLa
Kakan no Madonna,3691,Manga,42.0,7.0,Finished,"['Adventure', 'Romance']",7.09,6459.0,"['Saitou, Chiho']",Sho-Comi
Kidou Senshi Crossbone Gundam,5202,Manga,27.0,6.0,Finished,"['Action', 'Sci-Fi']",7.67,1639.0,"['Tomino, Yoshiyuki', 'Hasegawa, Yuuichi']",Shounen Ace
"Konyakusha wa, Watashi no Imouto ni Koi wo Suru",129323,Manga,,,Publishing,"['Drama', 'Fantasy', 'Romance']",7.05,6931.0,"['Hanabusa', 'Mashiro']",B's-LOG Comic
Koukyuu Kisaki no Kanrinin,126290,Manga,,,Publishing,['Romance'],,28169.0,"['Hiromoto, Shiwori', 'Shikimi, Aki']",Flos Comic
"Koushaku Reijou Theresia no Fukushuu: Akuma no Chikara, Okari Shimasu",132501,Manga,,,Publishing,"['Drama', 'Fantasy', 'Romance']",,29142.0,"['Shiraki, Ichigo', 'Kanade, Maine']",Manga UP!
Kyou kara Ma no Tsuku Jiyuugyou!,1048,Manga,133.0,21.0,Finished,"['Action', 'Adventure', 'Boys Love', 'Comedy', 'Drama', 'Fantasy']",7.66,1674.0,"['Matsumoto, Temari', 'Takabayashi, Tomo']",Asuka (Monthly)
Lega no 13,22506,Manga,36.0,6.0,Finished,"['Drama', 'Romance']",,20581.0,"['Yamazaki, Takako']",Flowers (Monthly)
Madame Joker,28261,Manga,,,Publishing,['Mystery'],,33648.0,"['Naka, Tomoko']",Jour Suteki na Shufu-tachi
Maydare Tensei Monogatari: Kono Sekai de Ichiban Warui Majo,124139,Manga,,,Publishing,"['Fantasy', 'Romance']",7.15,5731.0,"['Natsunishi, Nana', 'Yuuma, Midori']",GFantasy
Medusa,113899,Manga,5.0,1.0,Finished,['Fantasy'],,26087.0,"['Yamagishi, Ryouko']",Petit Flower
Monochrome Factor,456,Manga,65.0,11.0,Finished,"['Action', 'Supernatural']",7.57,2114.0,"['Sorano, Kairi']",Comic Blade Masamune
Mr. Clice,19743,Manga,,,Publishing,"['Action', 'Adventure', 'Comedy']",,25296.0,"['Akimoto, Osamu']",Jump SQ.
Non-chan no Tenohira,28315,Manga,,,Publishing,[],,33664.0,"['Kaneko, Setsuko']",Jour Suteki na Shufu-tachi
Orpheus no Mado,1472,Manga,126.0,18.0,Finished,"['Drama', 'Romance']",7.78,1234.0,"['Ikeda, Riyoko']",Margaret
Patalliro!,6045,Manga,,,Publishing,"['Adventure', 'Boys Love', 'Comedy', 'Romance']",7.57,2125.0,"['Maya, Mineo']",Bessatsu Hana to Yume
Poe no Ichizoku,4305,Manga,15.0,5.0,Finished,"['Award Winning', 'Boys Love', 'Supernatural']",7.64,1789.0,"['Hagio, Moto']",Betsucomi
Saint Seiya: Saintia Shou,54761,Manga,88.0,16.0,Finished,"['Action', 'Adventure']",7.22,5003.0,"['Kurumada, Masami', 'Kuori, Chimaki']",Champion RED
Saint Seiya: The Lost Canvas - Meiou Shinwa Gaiden,25916,Manga,90.0,16.0,Finished,"['Adventure', 'Drama', 'Fantasy']",8.01,672.0,"['Kurumada, Masami', 'Teshirogi, Shiori']",Bessatsu Shounen Champion
"Seijo ja Nakatta node, Oukyuu de Nonbiri Gohan wo Tsukuru Koto ni Shimashita",132396,Manga,,,Publishing,"['Fantasy', 'Gourmet', 'Slice of Life']",,29106.0,"['Kamiyama, Rio', 'Asatani, Kotori']",Flos Comic
Sukeban Deka,15892,Manga,132.0,22.0,Finished,"['Action', 'Adventure', 'Drama', 'Mystery']",7.1,6390.0,"['Wada, Shinji']",Hana to Yume
"Tearmoon Teikoku Monogatari: Dantoudai kara Hajimaru, Hime no Tensei Gyakuten Story @comic",121484,Manga,,,Publishing,"['Comedy', 'Drama', 'Fantasy', 'Romance']",7.6,1973.0,"['Mochitsuki, Nozomu', 'Morino, Mizu']",Comic Corona
Tetsuwan Atom,728,Manga,85.0,21.0,Finished,"['Adventure', 'Sci-Fi']",7.33,3847.0,"['Tezuka, Osamu']",Shounen
Touring Express,23902,Manga,,28.0,Finished,"['Adventure', 'Boys Love']",,20927.0,"['Kawasou, Masumi']",Hana to Yume
Tsuki no Shippo,888,Manga,105.0,15.0,Finished,"['Adventure', 'Comedy', 'Fantasy', 'Romance']",7.98,718.0,"['Ueda, Rinko']",Margaret
"Umi no Yami, Tsuki no Kage",636,Manga,,18.0,Finished,"['Drama', 'Horror', 'Romance']",7.0,7579.0,"['Shinohara, Chie']",Sho-Comi
Z Mazinger,7695,Manga,30.0,5.0,Finished,['Action'],,16259.0,"['Nagai, Go']",Magazine Special
86-manen no Hatsukoi,128985,Manga,7.0,1.0,Finished,"['Boys Love', 'Erotica']",6.7,,['Rocky'],Charles Mag
Akatsuki ni Tatsu Lion,15425,Manga,4.0,1.0,Finished,"['Adventure', 'Drama', 'Fantasy', 'Mystery', 'Romance']",6.62,11942.0,"['Shinohara, Chie']",Betsucomi
Anata no Shiranai Sekai,2032,Manga,6.0,1.0,Finished,"['Horror', 'Mystery']",6.39,13816.0,"['Igarashi, Kaoru', 'Ueda, Miki', 'Komuro, Eiko', 'Hayatsu, Chitosa', 'Kawamura, Jun', 'Mizoguchi, Ryouko']",Ciao
Ao no Fuuin,3563,Manga,53.0,11.0,Finished,"['Fantasy', 'Romance', 'Supernatural']",7.08,6586.0,"['Shinohara, Chie']",Sho-Comi
Bara no Maria,8743,Manga,12.0,3.0,Finished,"['Action', 'Adventure', 'Comedy', 'Fantasy']",6.49,13198.0,"['Jyumonji, Ao', 'Sunao, Misuzu']",Beans Ace
Batman,88100,Manga,53.0,3.0,Finished,"['Action', 'Comedy', 'Mystery']",6.49,13192.0,"['Kuwata, Jirou']",Shounen King
Blood+,747,Manga,20.0,5.0,Finished,"['Action', 'Horror', 'Mystery', 'Romance', 'Supernatural']",7.58,2101.0,"['Katsura, Asuka']",Shounen Ace
Blood+,10410,Light Novel,13.0,4.0,Finished,"['Adventure', 'Supernatural']",7.64,1780.0,"['Ikehata, Ryou', 'Hashii, Chizu']",Shounen Ace
Blood+ Adagio,782,Manga,8.0,2.0,Finished,"['Horror', 'Mystery', 'Romance', 'Supernatural']",7.45,2865.0,"['Suekane, Kumiko']",Beans Ace
Blood+: Yakou Joushi,1734,Manga,5.0,1.0,Finished,"['Action', 'Boys Love', 'Horror', 'Mystery', 'Supernatural']",7.09,6420.0,"['Kisaragi, Hirotaka']",Asuka Ciel
Blood: The Last Vampire (2002),1080,Manga,6.0,1.0,Finished,['Horror'],6.47,13328.0,"['Tamaoki, Benkyou']",Ace Next
Chihone no Shanikusai,125751,Manga,8.0,1.0,Finished,['Horror'],,28080.0,"['Uguisu, Sachiko']",Horror M
Dead Flowers,1602,Manga,2.0,,Finished,['Drama'],6.51,12962.0,"['Takahashi, Tsutomu']",Young Jump
Devilman Lady,1475,Manga,65.0,17.0,Finished,"['Action', 'Drama', 'Horror', 'Sci-Fi', 'Supernatural', 'Ecchi']",6.46,13404.0,"['Nagai, Go']",Morning
Ekichika Mahoutsukai-tsuki Ikkodate,109391,Manga,5.0,1.0,Finished,"['Boys Love', 'Supernatural', 'Erotica']",6.65,,"['Imai, Yuumi']",aQtto!
Fuan no Tane+,8872,Manga,116.0,4.0,Finished,"['Horror', 'Supernatural']",7.2,5160.0,"['Nakayama, Masaaki']",Shounen Champion (Weekly)
Gakuen Taikutsu Otoko,18991,Manga,9.0,3.0,Finished,"['Action', 'Comedy', 'Ecchi']",6.39,13818.0,"['Nagai, Go']",Bokura
Getter Robo Hien: The Earth Suicide,6891,Manga,15.0,3.0,Finished,"['Action', 'Adventure']",6.57,12403.0,"['Nagai, Go', 'Ishikawa, Ken']",Genzo
Ghost Hunt: Akumu no Sumu Ie,41697,Manga,23.0,3.0,Finished,"['Horror', 'Mystery', 'Supernatural']",8.05,613.0,"['Inada, Shiho', 'Ono, Fuyumi']",ARIA
Gin no Sankaku,9180,Manga,19.0,1.0,Finished,"['Award Winning', 'Drama', 'Fantasy', 'Romance', 'Sci-Fi']",7.27,4478.0,"['Hagio, Moto']",SF Magazine
Giniro no Kami no Arisa,17251,Manga,4.0,1.0,Finished,"['Drama', 'Horror']",6.66,11601.0,"['Wada, Shinji']",Deluxe Margaret
Grendizer Giga,78717,Manga,11.0,2.0,Finished,"['Action', 'Sci-Fi']",,38214.0,"['Nagai, Go']",Champion RED
Hatshepsut,12978,Manga,5.0,1.0,Finished,"['Drama', 'Girls Love']",5.95,15161.0,"['Yamagishi, Ryouko']",Asuka (Monthly)
Higurashi no Naku Koro ni Kizuna,96354,Manga,12.0,2.0,Finished,"['Comedy', 'Drama', 'Horror', 'Mystery']",,20752.0,"['Ryukishi07', 'Hinata, Nonoka']",Comp Ace
Hiruko,96887,One-shot,1.0,,Finished,"['Drama', 'Horror', 'Mystery']",,20908.0,"['Yamagishi, Ryouko']",Petit Flower
Karen no Fastener,23921,Manga,9.0,1.0,Finished,['Fantasy'],,20933.0,['TONO'],Comic Crimson
Bakune Young,5532,Manga,30.0,2.0,Finished,"['Action', 'Comedy']",6.47,13309.0,"['Matsunaga, Toyokazu']",Young Sunday (Weekly)
I Am a Hero in Nagasaki,101980,Manga,8.0,1.0,Finished,"['Action', 'Drama', 'Horror']",6.25,14516.0,"['Nishida, Kensuke']",Yawaraka Spirits
La Suite D'amour Du Chat Noir,2691,Manga,5.0,1.0,Finished,"['Fantasy', 'Horror']",6.78,10218.0,"['Takamiya, Satoru']",Ciao
Netsutai no Citron,1934,Manga,15.0,2.0,Finished,['Fantasy'],6.84,9487.0,"['Matsumoto, Jiro']",Manga Erotics F
Reichourui Saikyou Densetsu: Gorio,11935,Manga,58.0,7.0,Finished,"['Action', 'Romance', 'Ecchi']",6.95,8210.0,"['Hamori, Takashi']",Shounen Magazine (Weekly)
Resort Boin,32671,One-shot,1.0,,Finished,['Hentai'],6.29,,"['Happoubi, Jin']",Men's Young
Ryuuguuden,3298,Manga,29.0,3.0,Finished,['Fantasy'],7.21,5049.0,"['Matsunaga, Toyokazu']",Ikki
Shinigami Grimm to Fukou Shounen: Shiwasu Yuki Tanpenshuu,140832,Manga,6.0,1.0,Finished,"['Comedy', 'Romance']",6.62,11976.0,"['Shiwasu, Yuki']",Hana to Yume
The End,276,Manga,20.0,4.0,Finished,"['Action', 'Drama', 'Horror']",6.5,13040.0,"['Manabe, Shohei']",Afternoon
Tobaku Datenroku Kaiji: Kazuya-hen,16659,Manga,100.0,10.0,Finished,[],7.9,890.0,"['Fukumoto, Nobuyuki']",Young Magazine (Weekly)
Cyborg Jiichan G,12591,Manga,34.0,4.0,Finished,"['Action', 'Comedy', 'Sci-Fi']",6.39,13862.0,"['Obata, Takeshi']",Shounen Jump (Weekly)
Sword Art Online: Progressive,52277,Manga,47.0,7.0,Finished,"['Action', 'Fantasy', 'Romance']",7.95,789.0,"['Kawahara, Reki', 'Himura, Kiseki']",Dengeki G's magazine
Zan,1570,Manga,18.0,2.0,Finished,"['Action', 'Adventure', 'Comedy']",6.64,11764.0,"['Sugita, Naoya']",Shounen Jump (Weekly)
"Kono S wo, Mi yo! - Cupid no Itazura",24417,Manga,155.0,15.0,Finished,"['Drama', 'Romance', 'Supernatural', 'Ecchi']",7.06,6791.0,"['Kitazaki, Taku']",Big Comic Spirits
Destroy and Revolution,23271,Manga,76.0,9.0,Finished,"['Drama', 'Supernatural']",6.71,11032.0,"['Mori, Kouji']",Young Jump
